EIC-код,total_kwh,mean_kwh,median_kwh,std_kwh,n_records,mean_price,mean_dist,cv
62Z0008583037334,319926.0,21.891747639250035,22.0,5.213543605808608,14614,5.039877103508964,2.2406445723279047,0.23815109198779405
62Z0011230718431,183256.0,12.539756397974545,12.247156937073541,4.099549171146082,14614,5.039877103508964,2.2321933139455314,0.3269241475702233
62Z0096677872985,279090.0,19.097440810182018,18.938638309745997,4.673379856266966,14614,5.039877103508964,2.2406445723279047,0.2447123623902162
62Z0101426517156,855143.9999999998,58.51539619542903,47.10514802391716,77.0276231475735,14614,5.039877103508964,1.7971016812645406,1.3163650621166019
62Z013852333354Y,859820.0,58.83536335021213,53.15186384620685,28.731030215268554,14614,5.039877103508964,1.7971016812645406,0.48832927306405366
62Z0188778556192,121981.0,8.794592645998558,8.15814304585771,3.9384834682892786,13870,5.003301098160057,2.2453882869502526,0.4478301186674343
62Z0211989286227,283544.0,19.402217052141783,19.0,5.40884600254352,14614,5.039877103508964,1.5475602449705763,0.2787746363215973
62Z0232888687220,35629.0,2.564344321289765,1.9494342816567274,1.8714016240384854,13894,5.0566979759522095,1.679719503382755,0.7297778260515512
62Z0257942815672,180766.0,12.369371835226495,12.323637027315947,3.711989072401252,14614,5.039877103508964,2.178163515122485,0.3000951965749748
62Z0259886906816,205453.0,14.058642397700835,14.417657152161116,3.5446679425402374,14614,5.039877103508964,1.7760958786095522,0.2521344410268189
62Z0271773349182,339875.0,23.2568085397564,23.74941643196942,5.84774835078594,14614,5.039877103508964,1.6436284412207471,0.2514424255928966
62Z0285733378448,229768.0,15.722457917065828,15.896547083595063,4.778714060638336,14614,5.039877103508964,2.190487030929246,0.30394192090355765
62Z0352290641310,2393.0,0.1637470918297523,0.16024273689712687,0.08661464436891572,14614,5.039877103508964,1.68384176679896,0.5289537872157686
62Z0453715929868,18779.999999999996,1.2850691118105924,1.3259999999999994,0.29451522959292614,14614,5.039877103508964,1.7760958786095522,0.22918240496650816
62Z0494602382356,318697.0,21.807650198439852,21.598313097811996,6.174502226379594,14614,5.039877103508964,1.68384176679896,0.2831346876070731
62Z0499856982765,246872.0,16.892842479813876,16.55124068653539,5.030207077412295,14614,5.039877103508964,1.912564885041741,0.2977715019496066
62Z052548745986I,200405.0,13.713220199808402,13.157418491393733,5.010651888692651,14614,5.039877103508964,2.0967634165868345,0.3653884219523186
62Z0602349894257,39645.0,3.1956311462195712,3.034602363419224,1.0105789983904114,12406,5.000438663192004,2.089235989843624,0.3162376858123709
62Z0611125169123,306648.0,20.983166826330915,20.170578043356663,8.394586605904754,14614,5.039877103508964,2.190487030929246,0.40006290162887764
62Z0628247731117,215309.0,14.733064185028056,14.436439357917003,4.339932432829431,14614,5.039877103508964,1.5475602449705763,0.29457093095676123
62Z0650102958310,212902.0,14.568359107704941,13.613766609600065,5.52750900900754,14614,5.039877103508964,1.68384176679896,0.3794187779242853
62Z0679061212471,73428.0,14.366660144785756,14.497155329731276,3.1944628316866073,5111,4.100012104331833,1.8086,0.22235250221646033
62Z0717322121288,3901.0,2.7090277777777776,2.7539105766001386,0.5036403505710161,1440,3.502805926333333,2.15221,0.18591184435331023
62Z0760150283041,272663.0,18.657657041193378,19.317503298309397,4.2275529496196596,14614,5.039877103508964,1.897093938004653,0.22658541425034456
62Z0763594350330,21787.0,1.4908307102778158,1.2862112498912786,0.7310641674033826,14614,5.039877103508964,1.68384176679896,0.4903736972705299
62Z0781092622088,422078.0,28.88175721910497,29.124974560847548,7.241550035328667,14614,5.039877103508964,1.3683091467086357,0.25073093650058315
62Z0832092193888,200070.0,13.690296975502942,13.900395128697731,5.330233514999656,14614,5.039877103508964,1.68384176679896,0.38934389257862234
62Z0861889954804,367872.0,25.172574243875736,25.851649246024653,5.802778258966166,14614,5.039877103508964,1.3683091467086357,0.23051985874579078
62Z0878741618562,166606.0,11.400437936225536,11.268715118983426,4.48204326859485,14614,5.039877103508964,1.68384176679896,0.39314658732125585
62Z0961732571457,237492.0,16.25099219926098,15.969346734942846,4.382694759250727,14614,5.039877103508964,1.3683091467086357,0.2696878261654714
62Z0966299278375,155855.0,10.664773504858355,10.811353101255815,2.765674722731927,14614,5.039877103508964,2.1115991302860273,0.2593280318116479
62Z0998466306766,150016.0,10.26522512659094,9.812561828089217,3.749737281441164,14614,5.039877103508964,1.5475602449705763,0.365285440426229
62Z1008745793703,168588.0,11.536061311071576,11.41283502102751,2.9420285763898075,14614,5.039877103508964,1.68384176679896,0.2550288609827547
62Z1011664646618,188421.0,12.893184617490078,13.098575967685916,3.3908082949864555,14614,5.039877103508964,1.897093938004653,0.2629923014044722
62Z1026971387441,179602.0,12.289722184206925,12.710182787838715,3.5081152079228706,14614,5.039877103508964,2.190487030929246,0.285451140012833
62Z1037291599086,188619.0,12.906733269467633,12.540568704040606,4.270200849948696,14614,5.039877103508964,1.6436284412207471,0.3308506312786636
62Z1040856316899,73855.0,12.665923512262047,12.857842644587425,2.971285655867001,5831,5.383465886756988,1.76339,0.2345889467112651
62Z1052783389048,84255.0,14.449494083347625,14.553929596829633,3.322801860338521,5831,5.383465886756988,1.76339,0.22995973707950762
62Z1067720741039,140055.0,24.019036185902934,22.94013191068799,7.673528069651787,5831,5.383465886756988,1.42898,0.3194769353049842
62Z1077202948019,181202.0,12.399206240591214,12.3586591129939,3.2971393512555074,14614,5.039877103508964,1.68384176679896,0.2659153567799913
62Z1092353551490,223030.0,15.26139318461749,15.428656839388344,5.16419778502596,14614,5.039877103508964,0.7857774127548925,0.33838311630887946
62Z1105854285450,173500.0,12.508110446254776,12.09079753849672,4.213729359067783,13871,5.013407764853292,0.7843406610914859,0.3368797691044912
62Z1108084147506,65897.0,11.301149031040987,11.9676437493154,2.9163665246739185,5831,5.383465886756988,2.2789,0.258059292613831
62Z1118549203538,137805.00000000003,9.429656493773097,9.184500000000003,3.4520255749007425,14614,5.039877103508964,1.94088828178459,0.36608179493922166
62Z1124575209846,140161.0,9.59087176679896,9.413324755164773,3.8740561348734746,14614,5.039877103508964,2.178163515122485,0.40393159548691115
62Z1142387881356,36671.0,3.595548583194431,3.0475447009404855,1.7985767730693494,10199,4.990583615315227,1.7397277546818313,0.5002231874924135
62Z1175275386589,134687.99999999994,23.098610872920588,22.928999999999984,3.2051572189135635,5831,5.383465886756988,1.42898,0.1387597391266111
62Z1180469265339,242903.0,16.6212535924456,15.682815771259968,6.719428855798678,14614,5.039877103508964,1.68384176679896,0.40426727252706585
62Z1192270413312,169080.0,11.569727658409745,11.627573346687331,4.7677627486172955,14614,5.039877103508964,2.190487030929246,0.4120894535621786
62Z1209368438999,285687.0,19.54885726016149,17.501065003995436,8.477325092344559,14614,5.039877103508964,1.68384176679896,0.4336481145432707
62Z1218299930809,225018.0,15.39742712467497,14.87881307916614,4.312386676368356,14614,5.039877103508964,1.68384176679896,0.2800719004188427
62Z1291599260160,161735.0,11.660778658976207,11.806828971856127,3.250894084635443,13870,4.986526735229993,2.3523402126892576,0.2787887652882406
62Z131639303888J,138592.0,9.483508964007116,9.545880694206227,2.5318198644824528,14614,5.039877103508964,2.0967634165868345,0.26697078835392063
62Z1325310425194,246676.0,16.8794306829068,16.346781046684647,5.87401329533401,14614,5.039877103508964,1.897093938004653,0.3479983066776307
62Z132888029374Z,197904.0,13.542082934172711,13.837820930280863,3.493735007095634,14614,5.039877103508964,1.6436284412207471,0.25799096225288826
62Z1335377683815,185680.0,12.705624743396744,12.007968500105552,4.399436445857236,14614,5.039877103508964,1.68384176679896,0.3462589628379882
62Z1369451614498,198276.0,20.864569083447332,20.18778801843318,6.059162763579744,9503,5.545364845358308,2.2061917352415024,0.2904044046798317
62Z1393717815036,200581.0,13.725263446010675,13.66621124270966,3.757492442497525,14614,5.039877103508964,1.6871056459559326,0.27376468635942003
62Z1419007174687,131466.0,8.995894347885589,8.886613592485737,2.4329611069375625,14614,5.039877103508964,1.5475602449705763,0.27045238781727243
62Z1426991213062,321266.0,21.983440536471875,22.521652235759692,4.923504391824841,14614,5.039877103508964,1.6436284412207471,0.22396423269853716
62Z1471375271708,208095.0,14.239427945805392,14.648598843789095,5.55146710948849,14614,5.039877103508964,1.6436284412207471,0.38986588018964796
62Z1476408174577,80717.0,5.523265361981662,5.410869822625334,1.7713692523382318,14614,5.039877103508964,1.4176984959627754,0.3207105102230127
62Z1483215110522,239209.0,16.368482277268374,16.19633575500371,4.702465657535792,14614,5.039877103508964,1.68384176679896,0.28728782411710285
62Z1515842202934,511425.0,34.99555221020939,33.0,13.459404618372737,14614,5.039877103508964,1.7275544128917475,0.384603292942072
62Z1528625762710,279679.0,19.137744628438483,18.608882479837657,5.174159984136706,14614,5.039877103508964,1.3683091467086357,0.2703641460680774
62Z1626313673880,207420.0,14.19323935951827,14.241739394070642,3.7376374733516142,14614,5.039877103508964,1.912564885041741,0.26333928278642604
62Z1657030092515,165518.0,11.32598877788422,10.977906822153004,3.9183323160627,14614,5.039877103508964,1.897093938004653,0.3459594030071672
62Z1659898074045,62408.0,10.702795403875836,10.16901856153984,3.4963463447413514,5831,5.383465886756988,2.2789,0.32667599564457794
62Z1667171467788,229675.0,15.71609415628849,15.23126786129891,5.201299213520103,14614,5.039877103508964,2.2406445723279047,0.3309536810988692
62Z1699793733727,226615.0,15.506705898453538,15.67431082700759,4.189257488069524,14614,5.039877103508964,2.2321933139455314,0.270157795956349
62Z1771663109656,45952.0,3.1443820993567813,3.0308000573671308,1.0303662037796018,14614,5.039877103508964,1.68384176679896,0.32768479504776943
62Z1774668832410,794571.0,54.37053510332558,55.4810366556028,14.465957021095443,14614,5.039877103508964,1.6436284412207471,0.26606243608977526
62Z1776504505608,186499.0,12.76166689475845,12.83765933805261,3.1771116624916482,14614,5.039877103508964,1.6871056459559326,0.24895741980199868
62Z1781749778395,234943.0,16.076570411933762,16.108999999999998,4.690020626715199,14614,5.039877103508964,1.912564885041741,0.29173017046183936
62Z1785740293700,89655.0,15.375578802949752,15.877321570620177,4.342956402404111,5831,5.383465886756988,0.8126,0.2824580757617352
62Z1785888164071,606238.0,41.483372108936635,42.0,9.922294514620633,14614,5.039877103508964,1.897093938004653,0.23918726974664395
62Z1796820029369,274398.0,18.77637881483509,19.131976427382455,6.096520041010064,14614,5.039877103508964,0.7857774127548925,0.3246909375408023
62Z1797927643038,96156.0,16.490481907048533,17.11379264451444,4.63400652174618,5831,5.383465886756988,2.2789,0.2810109824483337
62Z1811965727106,136247.0,9.323046393868893,9.545565347409438,3.211723987628333,14614,5.039877103508964,1.4176984959627754,0.3444929749293596
62Z1829125017921,290462.0,19.875598740933352,19.87261120910629,5.764073975933809,14614,5.039877103508964,2.178163515122485,0.2900075641023496
62Z1854635779617,161116.0,11.024770767756946,11.002251791197542,2.8707013478144696,14614,5.039877103508964,2.2406445723279047,0.2603864885980328
62Z1908641756932,759504.0,51.97098672505816,52.517855287691305,11.341512201392565,14614,5.039877103508964,1.6436284412207471,0.21822776352876475
62Z1931450722959,507069.9999999999,34.6975502942384,33.66349077090119,10.898048899958734,14614,5.039877103508964,1.7760958786095522,0.3140869833040743
62Z1942693584669,230392.0,15.7651566990557,15.492548076923077,4.546354151289548,14614,5.039877103508964,2.2321933139455314,0.2883798897832627
62Z1971620996431,223230.0,15.275078691665525,14.43269833228907,5.431843184176274,14614,5.039877103508964,2.2406445723279047,0.35560164983896464
62Z1993541756298,150793.0,10.318393321472561,9.885922272261539,3.89266439765383,14614,5.039877103508964,2.178163515122485,0.3772548958327845
62Z2035372013978,166499.0,11.393116189954839,11.01434655871427,4.2024415997100535,14614,5.039877103508964,2.190487030929246,0.3688579603370754
62Z2063504976595,209827.0,14.357944436841384,14.041027785720077,4.729943428828387,14614,5.039877103508964,2.2406445723279047,0.32943040346999214
62Z2088310794305,183493.0,12.555973723826467,12.634978052349211,4.142207895303191,14614,5.039877103508964,0.7857774127548925,0.32989937589968465
62Z2146506845449,174823.0,11.962706993294102,11.970275588426796,2.855364665811636,14614,5.039877103508964,2.2406445723279047,0.23868884086287986
62Z220653865958K,222340.0,15.214178185301765,14.916783197174876,6.117640722257964,14614,5.039877103508964,1.7971016812645406,0.40210129313249027
62Z2218971118163,282282.0,19.315861502668675,18.596450674035705,6.424933983311611,14614,5.039877103508964,1.4176984959627754,0.3326247696704568
62Z2265922863404,197814.0,13.535924456001094,13.678025702263163,3.0174543513109207,14614,5.039877103508964,2.2406445723279047,0.2229219261025903
62Z2295513355879,128325.0,8.780963459696181,2.370999999999996,9.705729958716244,14614,5.039877103508964,1.7760958786095522,1.1053149239561986
62Z2312293868557,193291.0,13.226426714109758,13.290487655559524,3.6141963592061175,14614,5.039877103508964,1.68384176679896,0.2732556900913038
62Z2338430234645,213993.0,14.643013548651977,14.244450161936058,5.149813367874268,14614,5.039877103508964,2.190487030929246,0.351690814924388
62Z2395399053131,262054.0,17.9317093198303,18.0,4.777090016898634,14614,5.039877103508964,2.190487030929246,0.26640460938187027
62Z2410378897684,416896.0,28.527165731490353,28.413916475500834,7.408588818374027,14614,5.039877103508964,1.897093938004653,0.2597029402817922
62Z2462903940798,248077.0,16.975297659778295,16.925728363267773,5.361800803464139,14614,5.039877103508964,0.7857774127548925,0.31585901531308797
62Z2483925041819,257791.0,87.32757452574526,89.92213664667773,20.914958507266103,2952,5.1649778119512195,2.37385,0.2395000504806201
62Z2496863291167,199009.0,13.61769536061311,13.25988352828764,4.152651869006725,14614,5.039877103508964,1.68384176679896,0.3049452759104577
62Z2532379651825,43403.0,2.969960312029561,2.5979145638834056,1.5695849142113814,14614,5.039877103508964,1.68384176679896,0.5284868312394334
62Z2534451404528,74839.0,5.121048309839879,5.168419553551679,1.4663214574383776,14614,5.039877103508964,1.4176984959627754,0.2863322836890452
62Z2548630158379,133017.0,9.10202545504311,9.05252814738997,2.5941304634492353,14614,5.039877103508964,2.2406445723279047,0.2850058458155508
62Z2553437444859,194425.0,13.304023539072123,12.73781156117383,5.456925977475911,14614,5.039877103508964,1.68384176679896,0.410171100603487
62Z2588424624258,104530.0,7.152730258656083,7.414367246827981,1.6348593412759902,14614,5.039877103508964,1.897093938004653,0.22856437781887803
62Z263077610044S,136367.0,9.331257698097714,9.452607633942847,2.3987904634925834,14614,5.039877103508964,2.0967634165868345,0.25707043370815974
62Z2634468308280,225503.0,15.430614479266456,15.913529904631217,3.53050824264162,14614,5.039877103508964,1.68384176679896,0.2287989404041837
62Z2634769525063,284081.0,19.43896263856576,19.4127474633969,4.85131423589308,14614,5.039877103508964,2.1115991302860273,0.2495665188567397
62Z2636920381647,287422.0,19.667579033803204,19.583954442676493,5.818428090702568,14614,5.039877103508964,1.6436284412207471,0.29583855138968945
62Z263750576887Y,138841.0,9.500547420281922,9.265215152733402,2.7914261807583345,14614,5.039877103508964,2.0967634165868345,0.29381740412127755
62Z2651182694771,248534.0,17.006569043383056,17.756931681981623,4.567126952943933,14614,5.039877103508964,2.2321933139455314,0.2685507547873636
62Z2652760199060,192220.0,13.153140823867524,12.875773022485573,4.415842720744905,14614,5.039877103508964,2.1115991302860273,0.33572534346564376
62Z2655661084314,199435.0,13.646845490625427,12.654203926662337,7.1205177119542915,14614,5.039877103508964,1.7760958786095522,0.5217702301125681
62Z2673921373211,696293.0,47.64561379499111,47.70650000000005,11.392257474558155,14614,5.039877103508964,1.3683091467086357,0.2391040133007123
62Z2718723694345,142651.0,9.76125632954701,9.966878045246247,2.4172425108519207,14614,5.039877103508964,2.1115991302860273,0.24763641372012793
62Z2749095020078,128628.0,22.059338020922656,22.89513616424611,5.936632281707182,5831,5.383465886756988,0.8126,0.26912105322818186
62Z2752425371057,239628.0,16.39715341453401,16.701402607664956,3.909708248661577,14614,5.039877103508964,1.6871056459559326,0.23843823069900127
62Z2763068988417,206167.0,14.107499657862324,14.035355125099723,3.7880447423970414,14614,5.039877103508964,1.6436284412207471,0.2685128360280276
62Z277440221246K,242393.0,16.586355549473108,16.241762501615195,5.410639493006345,14614,5.039877103508964,2.0967634165868345,0.3262102682453484
62Z2784380964731,94405.0,7.609624375302273,5.936738489784656,4.199934957629174,12406,5.000438663192004,1.9019529026277608,0.5519240833043539
62Z2863396690510,560021.0,38.320856712741204,38.54898365498186,11.23304138656965,14614,5.039877103508964,0.7857774127548925,0.29313126976189974
62Z2871189104161,210280.0,14.388942110305187,13.888632626267434,4.832382117840046,14614,5.039877103508964,1.68384176679896,0.33583998606674165
62Z2923711919630,154551.0,10.57554399890516,10.643719594761507,3.745500329230408,14614,5.039877103508964,1.68384176679896,0.3541662092860815
62Z2924124864686,584984.0,40.02901327494184,38.57444345034472,12.377828094456197,14614,5.039877103508964,1.4176984959627754,0.30922141421369276
62Z2948906740151,410966.0,28.12139044751608,25.000000000000004,15.122661982943313,14614,5.039877103508964,0.7857774127548925,0.5377636646796415
62Z2986251549800,179285.0,12.268030655535787,11.691379097576979,5.0161436125461725,14614,5.039877103508964,1.6436284412207471,0.408879285794962
62Z3004068068544,239340.0,16.377446284384835,16.652340332458444,4.207221604746867,14614,5.039877103508964,1.449324227453127,0.25689118631140107
62Z3050335819767,149045.0,10.198781989872725,10.30845531587057,2.5416294410960907,14614,5.039877103508964,1.6436284412207471,0.24920911571792592
62Z3064979528589,118988.0,20.406105299262563,19.45465914548588,7.63034828733253,5831,5.383465886756988,0.8126,0.37392477277907
62Z308384437449W,156475.0,10.707198576707267,10.986565601574606,2.5093754240834767,14614,5.039877103508964,2.0967634165868345,0.23436339637358
62Z3089684577498,95444.0,16.36837592179729,15.703542915097433,4.959152689248715,5831,5.383465886756988,1.97219,0.30297157842304656
62Z3123385628010,163707.0,11.202066511564253,11.095111008374223,5.532160727253152,14614,5.039877103508964,1.4176984959627754,0.4938518014994934
62Z3139295037679,84546.0,14.499399759903962,14.891672020348045,3.087971035164616,5831,5.383465886756988,1.76339,0.21297233584137482
62Z3151696887521,452632.0,30.972492130833448,30.810499573446016,9.518265540860533,14614,5.039877103508964,0.7857774127548925,0.30731351873958496
62Z3251275644497,261508.0,17.894347885589163,18.178456481544888,5.297909866599829,14614,5.039877103508964,1.3683091467086357,0.29606610425107416
62Z3261331410025,36754.0,2.5149856302175997,2.42047205775002,0.7902076491241109,14614,5.039877103508964,1.7509619898727247,0.314199667636169
62Z3307823675943,214319.0,16.325335161486898,15.232326968422027,6.275475631147527,13128,5.121178006691042,1.6823285740402192,0.384401028773486
62Z3311530591901,151531.0,25.98713771222775,26.784533680160408,6.960818035454358,5831,5.383465886756988,0.8126,0.26785628000035877
62Z3319570183213,29133.0,4.996227062253473,4.9684673871862435,1.2687835935702458,5831,5.383465886756988,1.76339,0.25394834497333274
62Z3352742280770,219564.0,15.024223347475024,14.553959312692493,4.899878240070636,14614,5.039877103508964,1.4176984959627754,0.32613188227756956
62Z3363428137139,1314354.0,89.9380046530724,79.0,47.178685485376626,14614,5.039877103508964,1.7275544128917475,0.5245689591109352
